Gender,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Stress_Level,AI_Tool_Usage,GPA,Performance_Tier,Total_Productive_Hrs,Distraction_Hrs,Study_Distraction_Ratio,Wellbeing_Score,Available_Study_Time,Active_Engagement_Score,Study_Quality,AI_Enhanced_Study,Resource_Quality,Focus_Ratio,Stress_Wellbeing,AI_Engagement,Lifestyle_Index,Study_Consistency,Time_Efficiency,Digital_Balance,Academic_Momentum,Stress_Load
1,1.0,1,3,3,1,7.5,3,1.28,0,1.0,7.0,0.14084507042253522,-2.0,12.25,7.7,3.0,3.0,9,0.14084507042253522,1.875,23.1,0.5,3,0.35294117647058826,0.4225352112676057,23.1,58.125
0,1.0,0,3,2,0,7.5,2,1.74,0,6.0,10.0,0.09900990099009901,-3.5,9.875,5.5,2.0,2.0,6,0.594059405940594,3.0,11.0,0.4166666666666667,0,0.23529411764705882,0.19801980198019803,11.0,75.9375
1,3.0,1,1,2,1,7.5,2,2.47,0,3.0,8.5,0.3488372093023256,2.5,9.75,7.7,6.0,6.0,2,0.3488372093023256,0.8823529411764706,15.4,0.3293650793575208,2,0.7058823529411765,0.23255813953488372,15.4,69.375
0,1.0,0,2,3,0,5.5,1,1.55,0,5.0,8.5,0.0,5.5,9.125,9.2,0.0,0.0,6,0.5813953488372093,0.4782608695652174,9.2,0.5912698412532124,2,0.0,0.11627906976744186,18.4,48.8125
0,1.0,1,1,2,1,5.5,4,2.29,0,0.0,5.5,0.0,0.5,11.75,8.5,0.0,0.0,2,0.0,0.8461538461538461,34.0,0.2658730158715042,4,0.0,0.7142857142857143,17.0,34.375
1,3.0,0,4,3,0,7.5,4,1.55,0,2.0,3.0,0.6451612903225806,-2.5,15.875,5.5,6.0,8.0,12,0.6451612903225806,2.142857142857143,22.0,0.5833333333333334,0,0.7058823529411765,1.2903225806451613,16.5,23.4375
0,2.0,0,1,4,0,1.5,4,1.59,0,3.0,5.0,0.5882352941176471,8.5,13.25,9.2,6.0,12.0,4,0.5882352941176471,0.10344827586206896,36.8,0.6865079364822373,2,2.4,0.7843137254901962,18.4,8.625
1,2.0,0,2,2,0,7.5,1,2.18,0,1.0,10.0,0.09900990099009901,-1.0,8.25,8.7,1.0,1.0,4,0.09900990099009901,1.5,8.7,0.3333333333333333,1,0.11764705882352941,0.09900990099009901,8.7,80.625
0,3.0,1,3,3,0,5.5,2,1.22,0,13.0,6.5,0.4545454545454546,6.5,10.125,10.5,9.0,6.0,9,1.9696969696969697,0.44,21.0,0.7063492063295541,3,1.3846153846153846,0.30303030303030304,31.5,37.8125
1,2.0,0,3,3,2,7.5,3,1.88,0,8.0,7.0,0.0,-1.0,11.25,6.5,0.0,0.0,9,1.1267605633802817,1.5,19.5,0.5,1,0.0,0.4225352112676057,6.5,58.125
1,4.0,1,1,1,2,7.5,0,1.2,0,1.0,7.0,0.14084507042253522,-1.0,11.625,10.5,2.0,0.0,1,0.14084507042253522,1.5,0.0,0.16666666666666666,2,0.23529411764705882,0.0,21.0,55.3125
1,1.0,0,2,1,1,7.5,2,1.65,0,1.0,2.0,0.47619047619047616,-3.5,17.25,5.5,2.0,2.0,2,0.47619047619047616,3.0,11.0,0.25,0,0.23529411764705882,0.9523809523809523,11.0,20.625
0,2.0,1,1,1,0,3.5,2,2.49,0,1.0,8.5,0.11627906976744186,2.5,9.375,10.2,3.0,2.0,1,0.11627906976744186,0.4117647058823529,20.4,0.24603174602418745,6,0.6666666666666666,0.23255813953488372,30.599999999999998,30.1875
1,2.0,1,2,2,1,7.5,2,1.61,0,2.0,8.5,0.23255813953488372,-1.0,10.125,7.5,2.0,4.0,4,0.23255813953488372,1.5,15.0,0.3333333333333333,1,0.23529411764705882,0.23255813953488372,7.5,66.5625
1,2.0,1,1,3,1,7.5,3,2.02,0,1.0,8.5,0.11627906976744186,-2.0,11.125,7.7,2.0,3.0,3,0.11627906976744186,1.875,23.1,0.3333333333333333,2,0.23529411764705882,0.3488372093023256,15.4,66.5625
1,1.0,1,1,1,0,5.5,3,1.98,0,3.0,8.5,0.3488372093023256,-0.5,9.25,11.5,3.0,9.0,1,0.3488372093023256,1.0,34.5,0.16666666666666666,2,0.46153846153846156,0.3488372093023256,11.5,53.625
1,3.0,1,3,1,0,7.5,3,1.41,0,1.0,7.0,0.14084507042253522,-2.5,11.875,10.2,1.0,3.0,3,0.14084507042253522,2.142857142857143,30.599999999999998,0.3333333333333333,1,0.11764705882352941,0.4225352112676057,10.2,53.4375
1,2.0,0,3,2,1,5.5,4,1.9,0,6.0,5.0,0.7843137254901962,3.5,14.25,6.5,4.0,16.0,6,1.1764705882352942,0.5789473684210527,26.0,0.5277777777671958,1,0.6153846153846154,0.7843137254901962,6.5,31.625
1,2.0,0,2,2,0,5.5,2,2.28,0,3.0,5.0,0.5882352941176471,1.0,12.75,7.7,6.0,6.0,4,0.5882352941176471,0.7857142857142857,15.4,0.3650793650763417,2,0.9230769230769231,0.3921568627450981,15.4,34.375
0,3.0,1,1,3,1,9.5,2,1.99,0,2.0,7.0,0.28169014084507044,-3.5,9.75,9.2,2.0,4.0,3,0.28169014084507044,3.8,18.4,0.3333333333333333,1,0.19047619047619047,0.28169014084507044,9.2,78.375
1,3.0,1,1,3,1,7.5,2,1.5,0,1.0,8.5,0.11627906976744186,-1.0,9.25,8.2,2.0,2.0,3,0.11627906976744186,1.5,16.4,0.3333333333333333,0,0.23529411764705882,0.23255813953488372,16.4,73.125
1,4.0,0,2,3,1,7.5,3,1.78,0,2.0,10.0,0.19801980198019803,-2.0,8.75,9.5,2.0,6.0,6,0.19801980198019803,1.875,28.5,0.4166666666666667,0,0.23529411764705882,0.297029702970297,9.5,84.375
0,1.0,1,3,1,0,7.5,2,1.35,0,3.0,6.5,0.4545454545454546,-2.5,12.375,6.5,3.0,6.0,3,0.4545454545454546,2.142857142857143,13.0,0.3333333333333333,1,0.35294117647058826,0.30303030303030304,6.5,49.6875
0,1.0,0,1,4,0,3.5,3,1.8,0,6.0,5.0,1.1764705882352942,3.5,11.875,6.7,6.0,18.0,4,1.1764705882352942,0.3684210526315789,20.1,0.5277777777671958,0,1.3333333333333333,0.5882352941176471,6.7,17.9375
1,2.0,1,2,2,0,9.5,2,1.53,0,4.0,6.5,0.6060606060606061,-5.5,12.75,9.2,4.0,8.0,4,0.6060606060606061,19.0,18.4,0.3333333333333333,0,0.38095238095238093,0.30303030303030304,9.2,68.875
1,3.0,1,2,1,0,7.5,2,2.41,0,5.0,5.5,0.5357142857142857,-0.5,11.375,6.5,3.0,6.0,2,0.8928571428571429,1.3636363636363635,13.0,0.25,0,0.35294117647058826,0.35714285714285715,6.5,42.1875
1,3.0,1,1,2,1,7.5,3,2.3,0,1.0,8.5,0.11627906976744186,0.0,10.75,11.5,1.0,3.0,2,0.11627906976744186,1.25,34.5,0.25,2,0.11764705882352941,0.3488372093023256,11.5,69.375
1,3.0,1,1,3,2,5.5,4,1.33,0,1.0,5.0,0.19607843137254904,0.5,12.25,9.2,1.0,4.0,3,0.19607843137254904,0.8461538461538461,36.8,0.34920634920483745,0,0.15384615384615385,0.7843137254901962,9.2,31.625
1,3.0,0,1,3,1,7.5,3,2.06,0,0.0,5.0,0.0,-2.5,13.625,8.7,0.0,0.0,3,0.0,2.142857142857143,26.099999999999998,0.3333333333333333,2,0.0,0.5882352941176471,8.7,40.3125
1,3.0,1,1,1,1,7.5,4,1.68,0,2.0,1.5,1.25,-1.0,17.125,8.2,6.0,8.0,1,1.25,1.5,32.8,0.16666666666666666,0,0.7058823529411765,2.5,24.599999999999998,14.0625
0,2.0,1,3,1,2,5.5,3,1.91,0,3.0,8.5,0.11627906976744186,3.0,7.75,6.7,1.0,3.0,3,0.3488372093023256,0.6111111111111112,20.1,0.4285714285623583,0,0.15384615384615385,0.3488372093023256,6.7,50.875
0,2.0,0,3,1,1,9.5,3,2.0,0,10.0,8.5,0.5813953488372093,-2.5,7.75,6.5,5.0,15.0,3,1.1627906976744187,2.7142857142857144,19.5,0.3333333333333333,0,0.47619047619047616,0.3488372093023256,6.5,87.875
1,1.0,1,2,3,0,9.5,0,1.9,0,2.0,5.0,0.3921568627450981,-1.0,13.25,12.5,4.0,0.0,6,0.3921568627450981,1.9,0.0,0.4166666666666667,6,0.38095238095238093,0.0,25.0,54.625
0,4.0,0,3,2,1,5.5,2,1.2,0,0.0,4.0,0.0,-1.5,15.625,10.5,0.0,0.0,6,0.0,1.2222222222222223,21.0,0.4166666666666667,2,0.0,0.48780487804878053,21.0,24.0625
1,2.0,0,3,2,1,9.5,3,2.36,0,6.0,6.5,0.15151515151515152,-5.5,13.375,8.7,1.0,3.0,6,0.9090909090909092,19.0,26.099999999999998,0.4166666666666667,2,0.09523809523809523,0.4545454545454546,8.7,62.9375
1,2.0,1,2,3,1,7.5,3,1.68,0,1.0,8.5,0.11627906976744186,-0.5,8.375,8.7,1.0,3.0,6,0.11627906976744186,1.3636363636363635,26.099999999999998,0.4166666666666667,2,0.11764705882352941,0.3488372093023256,8.7,64.6875
0,1.0,1,2,1,1,3.5,1,1.35,0,1.0,6.5,0.15151515151515152,4.0,11.125,10.5,1.0,1.0,2,0.15151515151515152,0.35,10.5,0.37698412697203326,1,0.2222222222222222,0.15151515151515152,10.5,24.0625
1,4.0,0,2,3,1,7.5,4,2.42,0,2.0,5.0,0.3921568627450981,0.0,14.25,6.7,4.0,8.0,6,0.3921568627450981,1.25,26.8,0.4166666666666667,0,0.47058823529411764,0.7843137254901962,13.4,43.125
0,3.0,0,2,1,1,7.5,3,1.4,0,2.0,6.5,0.0,2.0,8.25,7.5,0.0,0.0,2,0.30303030303030304,0.9375,22.5,0.3134920634860166,1,0.0,0.4545454545454546,7.5,58.125
1,2.0,0,1,3,2,7.5,0,1.8,0,2.0,2.0,0.0,0.0,15.625,9.2,0.0,0.0,3,0.9523809523809523,1.25,0.0,0.3333333333333333,2,0.0,0.0,18.4,17.8125
1,3.0,1,1,2,1,9.5,4,1.3,0,0.0,7.0,0.0,-3.0,11.625,12.5,0.0,0.0,2,0.0,3.1666666666666665,50.0,0.25,2,0.0,0.5633802816901409,12.5,70.0625
1,4.0,1,4,1,2,7.5,3,2.0,0,5.0,1.5,1.875,3.5,15.75,9.2,6.0,9.0,4,3.125,0.7894736842105263,27.599999999999998,0.5277777777671958,0,0.7058823529411765,1.875,18.4,16.875
0,1.0,0,1,3,0,1.5,3,1.87,0,0.0,6.5,0.0,7.0,10.375,10.2,0.0,0.0,3,0.0,0.11538461538461539,30.599999999999998,0.5555555555343915,1,0.0,0.4545454545454546,10.2,9.9375
1,3.0,0,2,1,0,3.5,1,2.1,0,1.0,4.0,0.24390243902439027,4.0,13.625,10.5,1.0,1.0,2,0.24390243902439027,0.35,10.5,0.37698412697203326,0,0.2222222222222222,0.24390243902439027,10.5,15.3125
1,1.0,1,2,3,1,5.5,4,1.74,0,3.0,8.5,0.3488372093023256,2.0,8.75,9.2,6.0,12.0,6,0.3488372093023256,0.6875,36.8,0.4801587301526833,0,0.9230769230769231,0.46511627906976744,18.4,50.875
1,2.0,1,1,3,1,7.5,4,1.37,0,2.0,8.5,0.23255813953488372,-1.5,9.375,6.5,2.0,8.0,3,0.23255813953488372,1.6666666666666667,26.0,0.3333333333333333,1,0.23529411764705882,0.46511627906976744,6.5,64.6875
0,2.0,1,4,1,2,5.5,4,2.32,0,2.0,6.5,0.30303030303030304,0.5,11.125,10.5,2.0,8.0,4,0.30303030303030304,0.8461538461538461,42.0,0.4325396825381708,1,0.3076923076923077,0.6060606060606061,10.5,37.8125
0,2.0,1,4,1,2,5.5,3,1.22,0,3.0,7.0,0.4225352112676057,-0.5,11.625,10.5,3.0,9.0,4,0.4225352112676057,1.0,31.5,0.4166666666666667,1,0.46153846153846156,0.4225352112676057,10.5,40.5625
0,2.0,1,1,2,0,5.5,3,1.46,0,1.0,2.0,0.47619047619047616,0.5,15.625,10.2,2.0,3.0,2,0.47619047619047616,0.8461538461538461,30.599999999999998,0.2658730158715042,4,0.3076923076923077,1.4285714285714286,20.4,13.0625
1,2.0,1,2,3,0,7.5,3,1.47,0,4.0,2.0,1.9047619047619047,5.5,12.75,6.5,4.0,12.0,6,1.9047619047619047,0.6521739130434783,19.5,0.5912698412532124,1,0.47058823529411764,1.4285714285714286,6.5,24.375
1,1.0,1,2,3,0,9.5,3,1.73,0,0.0,5.5,0.0,-1.0,10.75,10.5,0.0,0.0,6,0.0,1.9,31.5,0.4166666666666667,2,0.0,0.5357142857142857,21.0,59.375
0,3.0,0,1,2,0,3.5,0,2.45,0,12.0,6.5,0.30303030303030304,6.0,10.75,10.2,4.0,0.0,2,1.8181818181818183,0.2916666666666667,0.0,0.4404761904580499,4,0.8888888888888888,0.0,20.4,25.375
1,3.0,1,3,1,1,5.5,3,2.28,0,1.0,5.0,0.19607843137254904,-0.5,13.875,7.7,3.0,3.0,3,0.19607843137254904,1.0,23.1,0.3333333333333333,3,0.46153846153846156,0.5882352941176471,23.1,28.1875
1,2.0,1,1,2,0,7.5,4,1.53,0,1.0,8.5,0.11627906976744186,1.5,11.375,6.5,1.0,4.0,2,0.11627906976744186,1.0,26.0,0.29761904761451247,1,0.11764705882352941,0.46511627906976744,6.5,64.6875
1,2.0,1,2,1,0,7.5,3,2.33,0,1.0,6.5,0.15151515151515152,-2.0,12.75,5.5,1.0,3.0,2,0.15151515151515152,1.875,16.5,0.25,0,0.11764705882352941,0.4545454545454546,5.5,54.375
0,2.0,1,3,2,0,9.5,4,2.3,0,4.0,4.0,0.48780487804878053,-3.0,13.75,11.5,4.0,8.0,6,0.9756097560975611,3.1666666666666665,46.0,0.4166666666666667,2,0.38095238095238093,0.9756097560975611,23.0,49.875
0,3.0,1,2,2,1,7.5,1,2.14,0,3.0,4.0,0.7317073170731708,-1.0,14.625,7.7,3.0,3.0,4,0.7317073170731708,1.5,7.7,0.3333333333333333,1,0.35294117647058826,0.24390243902439027,7.7,32.8125
0,2.0,0,2,4,0,7.5,1,1.3,0,2.0,5.0,0.3921568627450981,-2.5,13.625,6.7,2.0,2.0,8,0.3921568627450981,2.142857142857143,6.7,0.5,0,0.23529411764705882,0.19607843137254904,6.7,40.3125
1,4.0,0,2,2,0,9.5,3,1.83,0,2.0,3.5,0.5555555555555556,0.0,11.75,5.5,4.0,6.0,4,0.5555555555555556,1.5833333333333333,16.5,0.3333333333333333,0,0.38095238095238093,0.8333333333333333,11.0,40.375
1,3.0,0,3,1,0,9.5,4,2.24,0,4.0,8.5,0.46511627906976744,-3.5,8.75,7.5,4.0,16.0,3,0.46511627906976744,3.8,30.0,0.3333333333333333,2,0.38095238095238093,0.46511627906976744,7.5,87.875
1,1.0,0,2,2,0,7.5,3,1.61,0,6.0,8.5,0.11627906976744186,0.5,6.75,6.5,1.0,3.0,4,0.6976744186046512,1.1538461538461537,19.5,0.34920634920483745,1,0.11764705882352941,0.3488372093023256,6.5,69.375
0,1.0,1,1,2,0,7.5,4,1.65,0,3.0,6.5,0.4545454545454546,0.0,10.75,7.5,6.0,12.0,2,0.4545454545454546,1.25,30.0,0.25,2,0.7058823529411765,0.6060606060606061,15.0,54.375
1,2.0,1,4,2,0,5.5,2,1.83,0,0.0,8.5,0.0,-1.5,11.125,8.2,0.0,0.0,8,0.0,1.2222222222222223,16.4,0.5,0,0.0,0.23255813953488372,8.2,48.8125
1,1.0,1,2,1,1,7.5,3,1.29,0,8.0,7.0,0.8450704225352114,-1.0,10.75,7.5,18.0,18.0,2,1.1267605633802817,1.5,22.5,0.25,3,2.1176470588235294,0.4225352112676057,22.5,61.875
1,3.0,1,2,2,0,7.5,2,2.37,0,0.0,1.0,0.0,4.5,15.25,9.5,0.0,0.0,4,0.0,0.7142857142857143,19.0,0.4761904761768707,0,0.0,1.8181818181818181,9.5,13.125
1,2.0,1,2,2,0,7.5,4,1.69,0,4.0,6.5,0.30303030303030304,-1.0,11.25,6.7,2.0,8.0,4,0.6060606060606061,1.5,26.8,0.3333333333333333,0,0.23529411764705882,0.6060606060606061,6.7,58.125
1,3.0,0,1,2,0,7.5,1,1.91,0,2.0,5.0,0.3921568627450981,-3.5,14.25,10.5,4.0,2.0,2,0.3921568627450981,3.0,10.5,0.25,2,0.47058823529411764,0.19607843137254904,21.0,43.125
1,2.0,1,2,3,0,3.5,4,2.04,0,4.0,6.5,0.6060606060606061,0.5,12.75,9.2,12.0,16.0,6,0.6060606060606061,0.5384615384615384,36.8,0.4325396825381708,3,2.6666666666666665,0.6060606060606061,27.599999999999998,25.375
1,2.0,0,2,3,2,3.5,2,2.1,0,6.0,5.0,0.19607843137254904,4.0,12.625,10.5,2.0,2.0,6,1.1764705882352942,0.35,21.0,0.5436507936387,0,0.4444444444444444,0.3921568627450981,21.0,18.8125
0,4.0,0,3,1,2,7.5,3,2.0,0,4.0,3.0,0.6451612903225806,5.5,12.875,5.5,2.0,6.0,3,1.2903225806451613,0.6521739130434783,16.5,0.5079365079198791,0,0.23529411764705882,0.9677419354838709,5.5,23.4375
0,3.0,1,2,2,0,7.5,4,1.68,0,3.0,3.0,0.9677419354838709,-3.5,15.75,8.2,3.0,12.0,4,0.9677419354838709,3.0,32.8,0.3333333333333333,0,0.35294117647058826,1.2903225806451613,8.2,31.875
0,3.0,1,2,3,1,7.5,2,1.7,0,0.0,6.5,0.0,-3.5,12.25,9.7,0.0,0.0,6,0.0,3.0,19.4,0.4166666666666667,9,0.0,0.30303030303030304,29.099999999999998,58.125
1,2.0,1,2,1,1,7.5,3,2.0,0,0.0,5.0,0.0,0.0,12.25,9.2,0.0,0.0,2,0.0,1.25,27.599999999999998,0.25,1,0.0,0.5882352941176471,9.2,43.125
1,1.0,1,3,3,2,5.5,3,1.99,0,0.0,2.0,0.0,2.0,14.75,10.5,0.0,0.0,9,0.0,0.6875,31.5,0.5634920634860167,1,0.0,1.4285714285714286,10.5,17.875
1,3.0,1,2,2,0,5.5,4,1.95,0,0.0,5.0,0.0,2.5,10.625,8.7,0.0,0.0,4,0.0,0.6470588235294118,34.8,0.4126984126908541,2,0.0,0.7843137254901962,8.7,29.5625
1,1.0,1,2,2,1,7.5,1,2.17,0,0.0,8.5,0.0,1.5,11.125,7.5,0.0,0.0,4,0.0,1.0,7.5,0.38095238094784584,2,0.0,0.11627906976744186,15.0,66.5625
0,2.0,0,1,2,0,9.5,3,1.97,0,0.0,7.0,0.0,-3.5,10.25,13.5,0.0,0.0,2,0.0,3.8,40.5,0.25,9,0.0,0.4225352112676057,40.5,73.625
1,2.0,0,1,2,1,7.5,2,1.73,0,1.0,5.0,0.19607843137254904,2.0,12.875,10.2,2.0,2.0,2,0.19607843137254904,0.9375,20.4,0.3134920634860166,4,0.23529411764705882,0.3921568627450981,20.4,38.4375
1,2.0,1,1,3,2,7.5,3,2.33,0,1.0,3.0,0.3225806451612903,1.0,15.25,5.5,2.0,3.0,3,0.3225806451612903,1.0714285714285714,16.5,0.3650793650763417,0,0.23529411764705882,0.9677419354838709,11.0,28.125
1,2.0,0,3,3,0,9.5,1,1.63,0,2.0,8.5,0.23255813953488372,-3.0,9.75,7.5,2.0,2.0,9,0.23255813953488372,3.1666666666666665,7.5,0.5,2,0.19047619047619047,0.11627906976744186,7.5,87.875
0,2.0,0,2,2,2,9.5,3,2.4,0,1.0,6.5,0.15151515151515152,1.0,9.25,7.7,1.0,3.0,4,0.15151515151515152,1.3571428571428572,23.1,0.3650793650763417,0,0.09523809523809523,0.4545454545454546,7.7,73.625
1,2.0,0,1,3,2,9.5,3,1.2,0,11.0,5.5,0.17857142857142858,-1.0,13.375,6.5,1.0,3.0,3,1.9642857142857144,1.9,19.5,0.3333333333333333,1,0.09523809523809523,0.5357142857142857,6.5,53.4375
0,2.0,0,3,2,1,7.5,2,1.38,0,3.0,8.5,0.3488372093023256,-3.5,10.75,9.2,3.0,6.0,6,0.3488372093023256,3.0,18.4,0.4166666666666667,0,0.35294117647058826,0.23255813953488372,9.2,69.375
1,3.0,0,2,3,1,7.5,2,2.22,0,0.0,5.0,0.0,-0.5,10.75,7.7,0.0,0.0,6,0.0,1.3636363636363635,15.4,0.4166666666666667,2,0.0,0.3921568627450981,15.4,46.875
0,1.0,1,2,3,2,7.5,4,2.28,0,2.0,8.5,0.23255813953488372,-2.5,9.25,9.2,4.0,8.0,6,0.23255813953488372,2.142857142857143,36.8,0.4166666666666667,2,0.47058823529411764,0.46511627906976744,18.4,73.125
0,3.0,0,1,3,0,7.5,4,1.83,0,3.0,6.5,0.4545454545454546,1.0,12.375,11.5,6.0,12.0,3,0.4545454545454546,1.0714285714285714,46.0,0.3650793650763417,4,0.7058823529411765,0.6060606060606061,23.0,49.6875
1,2.0,0,1,1,1,9.5,3,2.38,0,3.0,5.5,0.5357142857142857,-5.5,14.375,9.2,9.0,9.0,1,0.5357142857142857,19.0,27.599999999999998,0.16666666666666666,3,0.8571428571428571,0.5357142857142857,27.599999999999998,53.4375
0,3.0,1,1,3,1,9.5,3,2.33,0,2.0,5.0,0.3921568627450981,0.0,12.625,10.5,4.0,6.0,3,0.3921568627450981,1.5833333333333333,31.5,0.3333333333333333,2,0.38095238095238093,0.5882352941176471,21.0,51.0625
1,1.0,1,2,2,2,7.5,1,2.34,0,1.0,5.0,0.19607843137254904,-2.0,14.625,8.5,2.0,1.0,4,0.19607843137254904,1.875,8.5,0.3333333333333333,6,0.23529411764705882,0.19607843137254904,17.0,40.3125
1,2.0,1,1,1,0,3.5,3,1.83,0,3.0,6.5,0.15151515151515152,6.5,11.75,5.5,3.0,3.0,1,0.4545454545454546,0.28,16.5,0.37301587299622074,0,0.6666666666666666,0.4545454545454546,16.5,25.375
1,2.0,1,1,2,1,9.5,2,1.81,0,2.0,10.0,0.19801980198019803,-2.0,9.875,10.2,2.0,4.0,2,0.19801980198019803,2.375,20.4,0.25,1,0.19047619047619047,0.19801980198019803,10.2,96.1875
1,2.0,1,1,2,2,3.5,3,1.89,0,6.0,6.5,0.15151515151515152,2.0,12.25,9.2,3.0,3.0,2,0.9090909090909092,0.4375,27.599999999999998,0.3134920634860166,3,0.6666666666666666,0.4545454545454546,27.599999999999998,27.125
0,2.0,1,1,2,0,7.5,3,1.58,0,0.0,7.0,0.0,1.0,9.625,9.2,0.0,0.0,2,0.0,1.0714285714285714,27.599999999999998,0.28174603174300833,1,0.0,0.4225352112676057,9.2,55.3125
1,3.0,0,3,2,0,5.5,3,2.26,0,2.0,4.0,0.48780487804878053,0.0,15.625,10.5,2.0,6.0,6,0.48780487804878053,0.9166666666666666,31.5,0.4166666666666667,0,0.3076923076923077,0.7317073170731708,10.5,24.0625
1,2.0,1,2,2,0,9.5,1,1.35,0,1.0,5.0,0.19607843137254904,0.0,10.875,6.7,1.0,1.0,4,0.19607843137254904,1.5833333333333333,6.7,0.3333333333333333,0,0.09523809523809523,0.19607843137254904,6.7,48.6875
1,2.0,0,1,4,0,7.5,2,1.25,0,13.0,6.5,0.4545454545454546,-1.0,12.375,9.2,6.0,6.0,4,1.9696969696969697,1.5,18.4,0.4166666666666667,2,0.7058823529411765,0.30303030303030304,18.4,49.6875
0,2.0,1,1,2,0,7.5,1,2.1,0,1.0,7.0,0.14084507042253522,-1.0,10.75,10.5,2.0,1.0,2,0.14084507042253522,1.5,10.5,0.25,2,0.23529411764705882,0.14084507042253522,21.0,61.875
1,2.0,1,1,4,2,7.5,4,1.76,0,3.0,5.0,0.5882352941176471,-0.5,11.875,10.5,6.0,12.0,4,0.5882352941176471,1.3636363636363635,42.0,0.4166666666666667,2,0.7058823529411765,0.7843137254901962,21.0,38.4375
1,2.0,1,3,2,1,7.5,3,1.27,0,13.0,8.5,0.3488372093023256,2.0,7.375,8.7,3.0,9.0,6,1.5116279069767442,0.9375,26.099999999999998,0.4801587301526833,2,0.35294117647058826,0.3488372093023256,8.7,64.6875
0,2.0,1,2,3,0,7.5,1,2.39,0,2.0,5.0,0.3921568627450981,1.0,12.75,6.7,2.0,2.0,6,0.3921568627450981,1.0714285714285714,6.7,0.448412698409675,0,0.23529411764705882,0.19607843137254904,6.7,46.875
0,3.0,0,2,1,2,7.5,3,1.8,0,4.0,3.0,0.6451612903225806,-2.5,15.875,8.7,4.0,6.0,2,1.2903225806451613,2.142857142857143,26.099999999999998,0.25,2,0.47058823529411764,0.9677419354838709,17.4,23.4375
0,2.0,1,1,2,2,3.5,2,1.32,0,0.0,5.0,0.0,8.0,9.75,7.7,0.0,0.0,2,0.0,0.25,15.4,0.5039682539440665,2,0.0,0.3921568627450981,15.4,21.875
1,2.0,0,1,3,1,7.5,3,2.03,0,2.0,7.0,0.28169014084507044,3.0,9.25,8.2,2.0,6.0,3,0.28169014084507044,0.8333333333333334,24.599999999999998,0.4285714285623583,0,0.23529411764705882,0.4225352112676057,8.2,58.125
1,3.0,1,2,2,0,1.5,1,2.27,0,1.0,5.0,0.19607843137254904,4.5,12.875,7.7,1.0,1.0,4,0.19607843137254904,0.14285714285714285,7.7,0.4761904761768707,1,0.4,0.19607843137254904,7.7,7.6875
0,2.0,0,2,4,0,7.5,3,1.33,0,1.0,1.0,0.9090909090909091,0.0,16.25,12.5,2.0,3.0,8,0.9090909090909091,1.25,37.5,0.5,6,0.23529411764705882,2.727272727272727,25.0,13.125
1,1.0,1,4,2,1,5.5,1,1.37,0,1.0,6.5,0.15151515151515152,5.0,9.75,7.7,1.0,1.0,8,0.15151515151515152,0.5,7.7,0.6587301587150416,1,0.15384615384615385,0.15151515151515152,7.7,39.875
1,1.0,0,2,2,1,7.5,2,1.71,0,2.0,3.5,0.0,-2.5,14.25,6.7,0.0,0.0,4,0.5555555555555556,2.142857142857143,13.4,0.3333333333333333,0,0.0,0.5555555555555556,6.7,35.625
1,2.0,1,2,2,0,9.5,2,2.41,0,1.0,8.5,0.11627906976744186,0.0,7.375,7.5,1.0,2.0,4,0.11627906976744186,1.5833333333333333,15.0,0.3333333333333333,2,0.09523809523809523,0.23255813953488372,7.5,81.9375
1,3.0,1,2,2,0,7.5,0,1.85,0,7.0,8.5,0.5813953488372093,1.0,10.125,7.7,5.0,0.0,4,0.813953488372093,1.0714285714285714,0.0,0.3650793650763417,0,0.5882352941176471,0.0,7.7,66.5625
1,1.0,0,3,3,2,9.5,2,1.49,0,0.0,4.0,0.0,-2.0,13.875,10.2,0.0,0.0,9,0.0,2.375,20.4,0.5,2,0.0,0.48780487804878053,10.2,39.1875
1,4.0,1,2,3,1,3.5,3,2.7,1,0.0,6.5,0.0,3.0,11.75,10.5,0.0,0.0,6,0.0,0.3888888888888889,31.5,0.5119047618956917,0,0.0,0.4545454545454546,31.5,25.375
0,1.0,1,2,2,0,9.5,2,2.6,1,8.0,5.0,0.5882352941176471,4.5,8.75,12.5,6.0,6.0,4,1.5686274509803924,0.9047619047619048,25.0,0.4761904761768707,4,0.5714285714285714,0.3921568627450981,25.0,59.375
1,2.0,1,3,3,2,5.5,2,2.93,1,7.0,5.0,0.9803921568627452,1.5,11.875,11.5,10.0,10.0,9,1.3725490196078431,0.7333333333333333,23.0,0.5476190476145125,4,1.5384615384615385,0.3921568627450981,23.0,28.1875
1,4.0,1,2,2,0,7.5,1,2.52,1,1.0,5.0,0.19607843137254904,-2.5,12.75,12.2,2.0,1.0,4,0.19607843137254904,2.142857142857143,12.2,0.3333333333333333,6,0.23529411764705882,0.19607843137254904,24.4,46.875
0,4.0,0,2,2,1,5.5,2,2.82,1,4.0,5.0,0.3921568627450981,0.5,12.875,9.2,6.0,4.0,4,0.7843137254901962,0.8461538461538461,18.4,0.34920634920483745,0,0.9230769230769231,0.3921568627450981,27.599999999999998,28.1875
