Gender,Age,Hometown,University,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Study_Habit,Stress_Level,Self_Study_Hrs,Tutoring_Hrs_Wk,AI_Tool_Usage,Social_Media_Hrs,Gaming_Hrs,Exercise_Days_Wk,Sleep_Hrs,Attendance_Rate,Commute_Time,Study_Group_Freq,Extracurricular,GPA,Performance_Tier
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Fair,Unemployed / Full-time student,Cramming,3–4 (Low),3 hours,1–3 hours,Always,3–4 hours,0 hours,3–4 days,7 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3.65,Fair / Average
Male,23,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,Yes,excellent,Excellent,Working part-time,Regular study,3–4 (Low),3 hours,0 hours,Often,1–2 hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Never,Yes,3.86,Outstanding / Excellent
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Often,1–2 hours,0 hours,3–4 days,8 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3,Fair / Average
Male,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,1–3 hours,Often,1–2 hours,3–4 hours,1–2 days,7 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,3.8,Very Good / Good
Male,17,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),5 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.67,Very Good / Good
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Sometimes,5+ hours,1–2 hours,1–2 days,7 hours,Below 60%,Under 15 minutes,Rarely (Before exams only),No,3.58,Fair / Average
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,0 hours,Always,3–4 hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.8,Very Good / Good
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,good,good,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3,Very Good / Good
Female,20,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,Yes,Average,Poor,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,4–6 hours,Never,5+ hours,1–2 hours,1–2 days,5 hours,Below 60%,Under 15 minutes,Sometimes (Weekly),Yes,2.15,At Risk
Female,20,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 3,Yes,Fair,Fair,Unemployed / Full-time student,No fixed habit,7–8 (High),1 hour,0 hours,Never,3–4 hours,1–2 hours,1–2 days,7 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,2.18,At Risk
Male,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Fair,Poor,Working part-time,Regular study,5–6 (Moderate),4 hours,4–6 hours,Rarely,5+ hours,0 hours,5+ days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.06,At Risk
Male,18,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 1,No,Average,Fair,Working part-time,No fixed habit,7–8 (High),Less than 1 hour,1–3 hours,Rarely,1–2 hours,1–2 hours,0 days,6 hours,60%–74%,15–30 minutes,Rarely (Before exams only),No,2.19,At Risk
Male,22,Phnom Penh (Urban),Build Bright University(BBU),Year 2,No,Poor,Poor,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,1–3 hours,Sometimes,1–2 hours,1–2 hours,3–4 days,6 hours,75%–89%,15–30 minutes,Sometimes (Weekly),No,2.28,At Risk
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Average,Average,Unemployed / Full-time student,No fixed habit,5–6 (Moderate),3 hours,4–6 hours,Never,Less than 1 hour,Less than 1 hour,3–4 days,Less than 5 hours,60%–74%,15–30 minutes,Sometimes (Weekly),Yes,2.18,At Risk
Male,25,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 4,No,good,Average,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Always,3–4 hours,1–2 hours,5+ days,6 hours,75%–89%,15–30 minutes,Often (Daily or near-daily),Yes,3.62,Very Good / Good
Female,22,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 1,Yes,Average,Fair,Working part-time,No fixed habit,5–6 (Moderate),4 hours,4–6 hours,Always,5+ hours,0 hours,5+ days,6 hours,60%–74%,31–60 minutes,Rarely (Before exams only),Yes,2.36,At Risk
Male,20,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,No,Average,Fair,Working full-time,Regular study,7–8 (High),2 hours,1–3 hours,Rarely,3–4 hours,1–2 hours,5+ days,7 hours,75%–89%,Over 1 hour,Rarely (Before exams only),No,2.42,At Risk
Female,17,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 4,No,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,4–6 hours,Rarely,5+ hours,1–2 hours,3–4 days,7 hours,75%–89%,31–60 minutes,Sometimes (Weekly),No,2.12,At Risk
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Average,Fair,Working part-time,Irregular study,7–8 (High),2 hours,4–6 hours,Rarely,3–4 hours,0 hours,1–2 days,6 hours,Below 60%,Over 1 hour,Rarely (Before exams only),No,2.27,At Risk
Female,24,Province (Rural / Semi-Urban),Build Bright University(BBU),Year 3,No,Average,Average,Working part-time,Regular study,9–10 (Very High),3 hours,0 hours,Often,5+ hours,3–4 hours,0 days,6 hours,90%–100%,31–60 minutes,Never,No,2.22,At Risk
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Fair,Poor,Working part-time,Irregular study,7–8 (High),1 hour,1–3 hours,Rarely,1–2 hours,5+ hours,0 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,2.02,At Risk
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Working part-time,No fixed habit,9–10 (Very High),Less than 1 hour,4–6 hours,Always,Less than 1 hour,3–4 hours,3–4 days,6 hours,75%–89%,31–60 minutes,Rarely (Before exams only),Yes,2.38,At Risk
Female,24,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Fair,Fair,Working part-time,Regular study,7–8 (High),3 hours,0 hours,Always,3–4 hours,0 hours,1–2 days,7 hours,Below 60%,Under 15 minutes,Often (Daily or near-daily),No,2.47,At Risk
Male,22,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,No,Average,Poor,Unemployed / Full-time student,Irregular study,7–8 (High),Less than 1 hour,0 hours,Rarely,3–4 hours,1–2 hours,1–2 days,5 hours,Below 60%,31–60 minutes,Rarely (Before exams only),Yes,2.27,At Risk
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Excellent,Fair,Unemployed / Full-time student,Irregular study,3–4 (Low),4 hours,1–3 hours,Always,1–2 hours,1–2 hours,5+ days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,2.55,Fair / Average
Female,20,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 3,No,Average,good,Unemployed / Full-time student,No fixed habit,5–6 (Moderate),2 hours,1–3 hours,Always,3–4 hours,0 hours,1–2 days,5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,2.71,Fair / Average
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Excellent,good,Unemployed / Full-time student,Irregular study,3–4 (Low),2 hours,0 hours,Sometimes,5+ hours,3–4 hours,3–4 days,7 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,3.55,Very Good / Good
Female,20,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 1,No,Average,Fair,Working full-time,Irregular study,9–10 (Very High),3 hours,4–6 hours,Sometimes,5+ hours,0 hours,3–4 days,7 hours,60%–74%,Under 15 minutes,Rarely (Before exams only),Yes,2.09,At Risk
Male,25,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 3,Yes,Average,Average,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Rarely,1–2 hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.91,Outstanding / Excellent
Male,25,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),4 hours,1–3 hours,Always,1–2 hours,Less than 1 hour,3–4 days,6 hours,75%–89%,Under 15 minutes,Never,Yes,3.93,Outstanding / Excellent
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Fair,Poor,Unemployed / Full-time student,Irregular study,9–10 (Very High),2 hours,0 hours,Rarely,3–4 hours,0 hours,0 days,5 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,2.18,At Risk
Female,22,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Fair,Average,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,1–3 hours,Often,5+ hours,3–4 hours,3–4 days,6 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,3.51,Very Good / Good
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Fair,Fair,Working part-time,Regular study,7–8 (High),1 hour,0 hours,Sometimes,1–2 hours,3–4 hours,0 days,5 hours,90%–100%,15–30 minutes,Never,No,2.18,At Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Fair,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Sometimes,3–4 hours,Less than 1 hour,0 days,6 hours,90%–100%,31–60 minutes,Rarely (Before exams only),No,2.14,At Risk
Male,22,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,good,Average,Unemployed / Full-time student,Regular study,5–6 (Moderate),Less than 1 hour,0 hours,Often,1–2 hours,0 hours,3–4 days,7 hours,75%–89%,15–30 minutes,Often (Daily or near-daily),Yes,3.68,Very Good / Good
Male,20,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 1,Yes,Fair,good,Working full-time,Irregular study,5–6 (Moderate),2 hours,0 hours,Never,5+ hours,Less than 1 hour,0 days,6 hours,60%–74%,15–30 minutes,Never,Yes,2.23,At Risk
Male,26,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Excellent,Working part-time,Regular study,3–4 (Low),2 hours,7+ hours,Often,5+ hours,Less than 1 hour,1–2 days,7 hours,90%–100%,15–30 minutes,Often (Daily or near-daily),No,3.73,Very Good / Good
Female,17,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 1,No,good,Fair,Working part-time,Irregular study,9–10 (Very High),2 hours,0 hours,Never,3–4 hours,3–4 hours,1–2 days,8 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.37,At Risk
Female,18,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Average,Poor,Working part-time,Irregular study,5–6 (Moderate),3 hours,0 hours,Often,5+ hours,5+ hours,3–4 days,Less than 5 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,2.47,At Risk
Female,22,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Poor,Fair,Working part-time,No fixed habit,5–6 (Moderate),1 hour,0 hours,Rarely,Less than 1 hour,3–4 hours,3–4 days,5 hours,75%–89%,31–60 minutes,Often (Daily or near-daily),Yes,2.45,At Risk
Male,24,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Excellent,good,Working full-time,Regular study,1–2 (Very Low),4 hours,1–3 hours,Often,5+ hours,0 hours,3–4 days,8 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.58,Very Good / Good
Male,19,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 1,No,Average,Average,Working part-time,Irregular study,1–2 (Very Low),1 hour,0 hours,Sometimes,1–2 hours,0 hours,1–2 days,5 hours,75%–89%,31–60 minutes,Never,Yes,2,At Risk
Female,22,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,Fair,Average,Working part-time,No fixed habit,7–8 (High),1 hour,1–3 hours,Sometimes,3–4 hours,3–4 hours,1–2 days,9+ hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.26,At Risk
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,Fair,Poor,Working part-time,Regular study,5–6 (Moderate),2 hours,0 hours,Always,1–2 hours,1–2 hours,1–2 days,7 hours,75%–89%,Over 1 hour,Never,Yes,2.47,At Risk
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Excellent,Average,Working part-time,Regular study,7–8 (High),3 hours,1–3 hours,Never,3–4 hours,Less than 1 hour,5+ days,7 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,2.94,Fair / Average
Female,18,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 3,Yes,good,good,Working part-time,Irregular study,7–8 (High),3 hours,1–3 hours,Often,3–4 hours,3–4 hours,3–4 days,Less than 5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,3.28,Fair / Average
Female,17,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,Yes,good,Average,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,1–3 hours,Never,3–4 hours,1–2 hours,1–2 days,8 hours,90%–100%,15–30 minutes,Never,Yes,3.97,Outstanding / Excellent
Female,17,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Poor,Poor,Working part-time,Regular study,5–6 (Moderate),Less than 1 hour,0 hours,Sometimes,1–2 hours,Less than 1 hour,1–2 days,6 hours,Below 60%,15–30 minutes,Never,Yes,2.16,At Risk
Male,23,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,No,Poor,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,1–3 hours,Sometimes,1–2 hours,Less than 1 hour,0 days,7 hours,Below 60%,15–30 minutes,Never,Yes,2.24,At Risk
Male,18,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 2,No,Average,good,Working part-time,No fixed habit,9–10 (Very High),1 hour,1–3 hours,Sometimes,1–2 hours,3–4 hours,5+ days,Less than 5 hours,Below 60%,31–60 minutes,Rarely (Before exams only),No,2.04,At Risk
Male,19,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 4,No,Poor,Average,Working part-time,Regular study,7–8 (High),3 hours,4–6 hours,Rarely,3–4 hours,1–2 hours,1–2 days,6 hours,60%–74%,31–60 minutes,Sometimes (Weekly),Yes,2.47,At Risk
Male,24,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 2,Yes,Average,Poor,Unemployed / Full-time student,No fixed habit,7–8 (High),2 hours,1–3 hours,Sometimes,3–4 hours,1–2 hours,3–4 days,7 hours,60%–74%,Under 15 minutes,Rarely (Before exams only),Yes,2.25,At Risk
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,good,Average,Working part-time,Regular study,5–6 (Moderate),2 hours,1–3 hours,Often,5+ hours,1–2 hours,1–2 days,5 hours,60%–74%,Over 1 hour,Sometimes (Weekly),Yes,2.45,At Risk
Male,22,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,good,Fair,Unemployed / Full-time student,Regular study,9–10 (Very High),4 hours,4–6 hours,Often,3–4 hours,3–4 hours,5+ days,7 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),Yes,2.76,Fair / Average
Female,21,Phnom Penh (Urban),Build Bright University(BBU),Year 3,Yes,Excellent,Poor,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,1–3 hours,Rarely,3–4 hours,3–4 hours,0 days,5 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.24,At Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,Fair,Working part-time,Irregular study,1–2 (Very Low),1 hour,0 hours,Rarely,5+ hours,1–2 hours,0 days,Less than 5 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,2.19,At Risk
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,No,good,Average,Unemployed / Full-time student,Regular study,9–10 (Very High),4 hours,1–3 hours,Sometimes,5+ hours,Less than 1 hour,3–4 days,6 hours,Below 60%,Under 15 minutes,Sometimes (Weekly),Yes,2.31,At Risk
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Excellent,Excellent,Unemployed / Full-time student,Irregular study,3–4 (Low),2 hours,0 hours,Often,1–2 hours,0 hours,5+ days,6 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,3.75,Very Good / Good
Female,18,Province (Rural / Semi-Urban),Build Bright University(BBU),Year 2,Yes,Fair,Average,Working part-time,Irregular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,3–4 hours,5+ days,7 hours,Below 60%,Under 15 minutes,Sometimes (Weekly),Yes,3.64,Very Good / Good
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Fair,Average,Working part-time,Irregular study,3–4 (Low),1 hour,1–3 hours,Sometimes,3–4 hours,1–2 hours,1–2 days,5 hours,Below 60%,31–60 minutes,Never,Yes,2.15,At Risk
Male,18,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 4,Yes,Average,Average,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,4–6 hours,Often,3–4 hours,Less than 1 hour,3–4 days,7 hours,Below 60%,31–60 minutes,Rarely (Before exams only),No,2.48,At Risk
Male,22,Phnom Penh (Urban),Build Bright University(BBU),Year 1,Yes,Poor,Poor,Working part-time,No fixed habit,7–8 (High),3 hours,1–3 hours,Sometimes,1–2 hours,1–2 hours,0 days,5 hours,90%–100%,31–60 minutes,Never,Yes,2.33,At Risk
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Poor,Poor,Unemployed / Full-time student,No fixed habit,3–4 (Low),2 hours,4–6 hours,Rarely,5+ hours,1–2 hours,1–2 days,9+ hours,60%–74%,Over 1 hour,Sometimes (Weekly),Yes,2.12,At Risk
Female,24,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 4,No,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Always,1–2 hours,3–4 hours,3–4 days,8 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.71,Very Good / Good
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Fair,Unemployed / Full-time student,Irregular study,3–4 (Low),6+ hours,0 hours,Sometimes,1–2 hours,3–4 hours,1–2 days,7 hours,60%–74%,15–30 minutes,Rarely (Before exams only),No,3,Fair / Average
Female,24,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,No,Poor,Poor,Working part-time,Irregular study,3–4 (Low),2 hours,4–6 hours,Sometimes,5+ hours,3–4 hours,0 days,7 hours,60%–74%,15–30 minutes,Never,Yes,2.26,At Risk
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Excellent,Poor,Working full-time,No fixed habit,5–6 (Moderate),1 hour,4–6 hours,Never,3–4 hours,Less than 1 hour,0 days,7 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,2.3,At Risk
Female,17,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 3,No,Fair,Average,Working part-time,Irregular study,3–4 (Low),4 hours,4–6 hours,Often,5+ hours,3–4 hours,0 days,5 hours,60%–74%,15–30 minutes,Never,Yes,2.27,At Risk
Male,22,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,9–10 (Very High),Less than 1 hour,0 hours,Rarely,5+ hours,Less than 1 hour,0 days,Less than 5 hours,75%–89%,31–60 minutes,Often (Daily or near-daily),No,2.14,At Risk
Female,19,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 1,Yes,Poor,Fair,Unemployed / Full-time student,Irregular study,9–10 (Very High),1 hour,1–3 hours,Rarely,5+ hours,1–2 hours,3–4 days,7 hours,75%–89%,31–60 minutes,Rarely (Before exams only),Yes,2.19,At Risk
Male,24,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,Fair,Fair,Working part-time,Regular study,5–6 (Moderate),4 hours,4–6 hours,Never,1–2 hours,1–2 hours,1–2 days,6 hours,75%–89%,31–60 minutes,Rarely (Before exams only),Yes,2.4,At Risk
Female,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,No,Fair,Average,Working part-time,Irregular study,5–6 (Moderate),3 hours,7+ hours,Sometimes,3–4 hours,1–2 hours,3–4 days,8 hours,60%–74%,15–30 minutes,Rarely (Before exams only),Yes,2.4,At Risk
Male,18,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,Average,Fair,Working part-time,Regular study,5–6 (Moderate),Less than 1 hour,1–3 hours,Sometimes,1–2 hours,3–4 hours,1–2 days,6 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),No,2.23,At Risk
Female,21,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 4,No,Fair,Fair,Unemployed / Full-time student,No fixed habit,5–6 (Moderate),1 hour,0 hours,Rarely,5+ hours,Less than 1 hour,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Never,Yes,2.13,At Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Average,Working full-time,Irregular study,1–2 (Very Low),2 hours,0 hours,Often,3–4 hours,1–2 hours,0 days,6 hours,75%–89%,Under 15 minutes,Often (Daily or near-daily),Yes,2.05,At Risk
Female,24,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 3,No,Average,Excellent,Working full-time,Irregular study,5–6 (Moderate),3 hours,4–6 hours,Often,3–4 hours,1–2 hours,3–4 days,9+ hours,60%–74%,15–30 minutes,Often (Daily or near-daily),Yes,3.21,Fair / Average
Male,24,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 4,No,Average,Average,Unemployed / Full-time student,Irregular study,9–10 (Very High),3 hours,0 hours,Rarely,1–2 hours,Less than 1 hour,3–4 days,6 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.42,At Risk
Male,20,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 4,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),1 hour,0 hours,Sometimes,Less than 1 hour,Less than 1 hour,0 days,7 hours,60%–74%,Over 1 hour,Never,Yes,2.16,At Risk
Male,24,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,good,Poor,Working part-time,Regular study,7–8 (High),2 hours,1–3 hours,Sometimes,1–2 hours,Less than 1 hour,1–2 days,5 hours,75%–89%,Over 1 hour,Rarely (Before exams only),Yes,2.24,At Risk
Female,25,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,Yes,Fair,good,Working part-time,Irregular study,7–8 (High),5 hours,1–3 hours,Rarely,5+ hours,1–2 hours,3–4 days,7 hours,90%–100%,31–60 minutes,Never,No,3.92,Outstanding / Excellent
Male,24,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 1,No,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),2 hours,0 hours,Often,3–4 hours,1–2 hours,0 days,Less than 5 hours,75%–89%,Over 1 hour,Rarely (Before exams only),Yes,2.05,At Risk
Male,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,1–3 hours,Always,1–2 hours,0 hours,1–2 days,5 hours,90%–100%,Over 1 hour,Rarely (Before exams only),Yes,3.39,Fair / Average
Female,24,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,Yes,Fair,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),2 hours,7+ hours,Often,5+ hours,1–2 hours,0 days,6 hours,60%–74%,15–30 minutes,Sometimes (Weekly),Yes,2.18,At Risk
Female,23,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Fair,Average,Unemployed / Full-time student,Irregular study,5–6 (Moderate),6+ hours,0 hours,Sometimes,1–2 hours,Less than 1 hour,1–2 days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.2,At Risk
Female,23,Phnom Penh (Urban),Build Bright University(BBU),Year 4,Yes,Fair,Average,Working part-time,Irregular study,9–10 (Very High),Less than 1 hour,1–3 hours,Rarely,Less than 1 hour,0 hours,3–4 days,5 hours,60%–74%,31–60 minutes,Rarely (Before exams only),Yes,2.36,At Risk
Male,18,Province (Rural / Semi-Urban),Build Bright University(BBU),Year 1,Yes,Fair,Poor,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,1–3 hours,Always,5+ hours,Less than 1 hour,3–4 days,Less than 5 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,2.09,At Risk
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,No,Poor,Excellent,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,1–3 hours,Sometimes,3–4 hours,Less than 1 hour,0 days,6 hours,60%–74%,15–30 minutes,Rarely (Before exams only),No,2.41,At Risk
Male,24,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,good,Fair,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Always,3–4 hours,Less than 1 hour,3–4 days,6 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,3.54,Very Good / Good
Female,17,Province (Rural / Semi-Urban),Royal University of Phnom Penh(RUPP),Year 2,No,Fair,Average,Working full-time,Irregular study,7–8 (High),2 hours,1–3 hours,Rarely,5+ hours,3–4 hours,1–2 days,6 hours,90%–100%,15–30 minutes,Never,No,2.25,At Risk
Female,22,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,Fair,Poor,Unemployed / Full-time student,Regular study,7–8 (High),Less than 1 hour,0 hours,Sometimes,1–2 hours,1–2 hours,1–2 days,8 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,2.27,At Risk
Male,23,Phnom Penh (Urban),Royal University of Phnom Penh(RUPP),Year 2,No,Poor,Fair,Unemployed / Full-time student,No fixed habit,7–8 (High),1 hour,0 hours,Never,3–4 hours,1–2 hours,3–4 days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.23,At Risk
